a	b	source	count
kantapään	karhun	fin_kalevala.txt	1
kantasille	karhun	fin_kalevala.txt	1
kantavammat	kaulasuonet	fin_kanteletar.txt	1
kantavampi	kaulan	fin_kalevala.txt	1
kantavat	karille	fin_kanteletar.txt	1
kantavat	kivikarille	fin_kalevala.txt	1
kantavat	kivikarille	fin_kanteletar.txt	1
kantavata	karvan	fin_kanteletar.txt	1
kantele	kaonnut	fin_kalevala.txt	1
kanteleisin	käsissäni	fin_kanteletar.txt	1
kanteleitamme	katsellen	fin_kanteletar.txt	1
kantelen	kätensä	fin_kalevala.txt	1
kantelesi	kaunis	fin_kanteletar.txt	1
kantelessa	kielet	fin_kalevala.txt	1
kanteletta	katsomahan	fin_kalevala.txt	1
kanteletta	kauan	fin_kalevala.txt	1
kanteletta	kauan	fin_kanteletar.txt	1
kanteletta	kielet	fin_kalevala.txt	1
kanteletta	kopan	fin_kalevala.txt	1
kanteletta	koppa	fin_kalevala.txt	2
kanteletta	kun	fin_kalevala.txt	1
kanteletta	kust'	fin_kalevala.txt	2
kanteletta	kusta	fin_kalevala.txt	1
kanteletta	kuulemahan	fin_kalevala.txt	1
kanteletta	kääntelevi	fin_kalevala.txt	1
kantelevi	kartun	fin_kanteletar.txt	1
kantelevi	kautokenkä	fin_kanteletar.txt	1
kantelevi	kenpä	fin_kalevala.txt	1
kantelevi	kielen	fin_kalevala.txt	2
kantelit	kapalolassa	fin_kanteletar.txt	1
kantelo	kielin	fin_kalevala.txt	1
kanteloa	kaonnutta	fin_kalevala.txt	1
kanteloinen	kieltä	fin_kalevala.txt	1
kanteloisehensa	kävi	fin_kalevala.txt	1
kanteloisen	kielosiksi	fin_kalevala.txt	1
kanteloista	kuulemahan	fin_kalevala.txt	2
kanteloista	kuuntelivat	fin_kalevala.txt	2
kantelon	käsille	fin_kalevala.txt	2
kantimesta	kapu	fin_kanteletar.txt	1
kantimesta	kielen	fin_kanteletar.txt	1
kantimetse	kielen	fin_kalevala.txt	1
kanto	karmistaksen	fin_kanteletar.txt	1
kanto	katala	fin_kanteletar.txt	1
kanto	kiskoi	fin_kanteletar.txt	1
kantoa	kas'ella	fin_kanteletar.txt	1
kantoi	karhun	fin_kalevala.txt	1
kantoi	karitsan	fin_kanteletar.txt	1
kantoi	karjalahan	fin_kalevala.txt	2
kantoi	karjalasta	fin_kanteletar.txt	1
kantoi	kartanolta	fin_kalevala.txt	1
kantoi	karvasuita	fin_kanteletar.txt	2
kantoi	katrin	fin_kanteletar.txt	1
kantoi	katrisen	fin_kanteletar.txt	1
kantoi	kattilassa	fin_kalevala.txt	1
kantoi	kauas	fin_kanteletar.txt	2
kantoi	kauhasilla	fin_kalevala.txt	1
kantoi	kaunoseni	fin_kanteletar.txt	1
kantoi	kaupungin	fin_kanteletar.txt	1
kantoi	kavon	fin_kalevala.txt	3
kantoi	kelle	fin_kanteletar.txt	1
kantoi	koasta	fin_kalevala.txt	1
kantoi	kohtua	fin_kalevala.txt	3
kantoi	kohtua	fin_kanteletar.txt	1
kantoi	koista	fin_kanteletar.txt	1
kantoi	kolme	fin_kalevala.txt	1
kantoi	kolme	fin_kanteletar.txt	1
kantoi	kontilla	fin_kalevala.txt	1
kantoi	korkiasta	fin_kanteletar.txt	1
kantoi	korppi	fin_kanteletar.txt	1
kantoi	korppipa	fin_kanteletar.txt	1
kantoi	kotihin	fin_kalevala.txt	1
kantoi	kotihin	fin_kanteletar.txt	1
kantoi	koulun	fin_kanteletar.txt	2
kantoi	kovoa	fin_kalevala.txt	3
kantoi	kovoa	fin_kanteletar.txt	1
kantoi	kutsut	fin_kalevala.txt	1
kantoi	kuu	fin_kanteletar.txt	2
kantoi	kuusialle	fin_kalevala.txt	1
kantoi	kuuta	fin_kalevala.txt	1
kantoi	kylyhyn	fin_kanteletar.txt	1
kantoi	kyyt	fin_kanteletar.txt	1
kantoi	kähyjä	fin_kalevala.txt	1
kantoi	kälyjä	fin_kanteletar.txt	1
kantoi	kätehen	fin_kalevala.txt	4
kantoi	käärmehen	fin_kalevala.txt	1
kantoipa	kavon	fin_kalevala.txt	3
kantoipa	kätehen	fin_kalevala.txt	3
kantoloihin	koskematta	fin_kanteletar.txt	1
kantoloiksi	kaunoiseni	fin_kalevala.txt	1
kantoloista	kaskimaalta	fin_kanteletar.txt	1
kantoloita	koivun	fin_kanteletar.txt	1
kantosen	kasvoin	fin_kanteletar.txt	1
kantosen	katsoin	fin_kanteletar.txt	1
kantosia	kapaloia	fin_kalevala.txt	1
kantosia	kapaloia	fin_kanteletar.txt	1
kaonneheksi	kartano	fin_kanteletar.txt	3
kaonneheksi	kauan	fin_kalevala.txt	1
kaonneheksi	kullervon	fin_kalevala.txt	1
kaonneheksi	kuun	fin_kalevala.txt	1
kaonnehen	kartanosta	fin_kalevala.txt	1
kaonnet	kaotkosi	fin_kalevala.txt	1
kaonnet	kun	fin_kalevala.txt	1
kaonnut	karjoa	fin_kalevala.txt	1
kaonnut	kauan	fin_kalevala.txt	1
kaonnut	kaukoni	fin_kalevala.txt	2
kaonnut	kaunis	fin_kalevala.txt	1
kaonnut	kullervo	fin_kalevala.txt	1
kaonnut	kunne	fin_kalevala.txt	1
kaonnutta	katsomahan	fin_kanteletar.txt	1
kaonnutta	kaunoani	fin_kanteletar.txt	1
kaota	katala	fin_kalevala.txt	1
kaota	kaunista	fin_kalevala.txt	1
kaota	kaunista	fin_kanteletar.txt	1
kaotan	kasvon	fin_kanteletar.txt	1
kaotan	kaukoni	fin_kalevala.txt	2
kaotan	kaunihin	fin_kanteletar.txt	1
kaotan	kaunoni	fin_kanteletar.txt	1
kaotettu	kaunis	fin_kanteletar.txt	1
kaotettu	kuoletettu	fin_kalevala.txt	1
kaotettu	kuoletettu	fin_kanteletar.txt	1
kaotin	karhuntaljoihin	fin_kanteletar.txt	1
kaotin	kasvon	fin_kalevala.txt	1
kaotin	kasvon	fin_kanteletar.txt	1
kaotin	kaunihin	fin_kalevala.txt	2
kaotin	kaunihin	fin_kanteletar.txt	1
kaotin	kaunoni	fin_kanteletar.txt	1
kaotit	kaunosi	fin_kanteletar.txt	1
kaotit	kun	fin_kanteletar.txt	1
kaotkoon	karitsoihinsa	fin_kanteletar.txt	1
kaotkosi	kun	fin_kalevala.txt	1
kaottaa	kun	fin_kanteletar_uudempia.txt	1
kaottaisit	kaunihin	fin_kanteletar_uudempia.txt	1
kaottajaksi	katalan	fin_kalevala.txt	1
kaottajaksi	kauhean	fin_kalevala.txt	1
kaottajata	katalan	fin_kalevala.txt	3
kaottavani	katalan	fin_kanteletar.txt	1
kaotti	karvan	fin_kalevala.txt	1
kaotti	kauhiasti	fin_kanteletar.txt	1
kaotti	kaunaksi	fin_kalevala.txt	1
kaotti	kaunihin	fin_kalevala.txt	2
kaotti	kaunihin	fin_kanteletar.txt	1
kaotti	kaunoiset	fin_kanteletar.txt	1
kaotti	kaunoset	fin_kanteletar.txt	1
kaotti	kukat	fin_kanteletar.txt	1
kaottimeksi	kullervon	fin_kalevala.txt	1
kaottuani	katalan	fin_kanteletar.txt	1
kapahumahan	kielille	fin_kalevala.txt	1
kapakan	kävis	fin_kanteletar.txt	1
kapalohon	käärittynä	fin_kanteletar.txt	1
kapaloiessa	koria	fin_kanteletar.txt	1
kapaloitsi	kaunihisti	fin_kalevala.txt	1
kapaloivi	kaunoisilla	fin_kalevala.txt	1
kapalojit	kaunoistasi	fin_kalevala.txt	1
kapalojit	kaunoistasi	fin_kanteletar.txt	1
kapalolassa	katonut	fin_kanteletar.txt	1
kapalovyönsä	katkaisi	fin_kalevala.txt	1
kapan	karpio	fin_kanteletar.txt	1
kape'illa	kartanoilla	fin_kalevala.txt	1
kape'ille	kartanoille	fin_kalevala.txt	3
kape'ille	käytäville	fin_kalevala.txt	1
kape'ilta	karjan	fin_kalevala.txt	1
kape'ilta	käytäviltä	fin_kalevala.txt	1
kape'immassa	kujassa	fin_kalevala.txt	1
kapehen	karvalle	fin_kalevala.txt	1
kapehilla	karjateillä	fin_kanteletar.txt	1
kapehista	karjateistä	fin_kanteletar.txt	1
kapelulla	karhitsija	fin_kanteletar.txt	1
kapeneisi	karjamaani	fin_kanteletar.txt	1
kapina	kautokenkien	fin_kanteletar.txt	1
kapinalta	karjan	fin_kanteletar.txt	1
kapinalta	kynnen	fin_kanteletar.txt	1
kapinassa	kauheassa	fin_kalevala.txt	1
kapinassa	kauhiassa	fin_kanteletar.txt	1
kapioisen	kastumatta	fin_kalevala.txt	1
kapiukoilla	kaunistelen	fin_kanteletar.txt	1
kapivat	kautokenkihin	fin_kanteletar.txt	1
kapla	koivuinen	fin_kanteletar.txt	1
kaplaksia	katsoi	fin_kalevala.txt	1
kaplukassa	kirjavassa	fin_kalevala.txt	2
kapo	kämmeninsä	fin_kalevala.txt	3
kapo	käsin	fin_kalevala.txt	1
kapoinen	kauhtana	fin_kalevala.txt	1
kappa	kauroja	fin_kalevala.txt	1
kappa	kylveä	fin_kalevala.txt	1
kappa	kylveä	fin_kanteletar.txt	1
kappalehet	kaunoisiksi	fin_kalevala.txt	1
kappalehet	kirjokannen	fin_kalevala.txt	1
kappaleiksi	katkieli	fin_kalevala.txt	1
kappaleiksi	katkoi	fin_kalevala.txt	1
kappaleiksi	kirjokansi	fin_kalevala.txt	1
kappaleilla	kirjokannen	fin_kalevala.txt	1
kappaleita	kirjokannen	fin_kalevala.txt	2
kappaletta	kuin	fin_kalevala.txt	1
kappaletta	kun	fin_kanteletar.txt	1
kapperasti	karja	fin_kanteletar.txt	1
kapsahutti	kasti	fin_kalevala.txt	1
kapsutellen	katin	fin_kanteletar.txt	1
kapu	kielen	fin_kanteletar.txt	1
kapuisin	kaulahan	fin_kanteletar.txt	3
kapuisin	kiini	fin_kanteletar.txt	1
kapusi	karhu	fin_kanteletar.txt	1
kapusi	kaulahani	fin_kalevala.txt	1
kapusi	kaunoksehen	fin_kanteletar.txt	1
kapusta	korjana	fin_kanteletar.txt	1
kaputtajata	kaunista	fin_kanteletar.txt	1
karahka	karsittu	fin_kanteletar.txt	1
karahka	käässä--	fin_kanteletar.txt	1
karangon	karsitun	fin_kanteletar.txt	1
karangon	käässä	fin_kanteletar.txt	1
karankokuusi	kasvoin	fin_kanteletar.txt	1
karankokuusi	kun	fin_kanteletar.txt	1
karehti	kasvava	fin_kalevala.txt	1
karehtijata	kaunista	fin_kalevala.txt	3
karehtijoita	karsina	fin_kalevala.txt	1
karehtijoita	karsinan	fin_kanteletar.txt	1
karehtijoita	karsinat	fin_kalevala.txt	1
karhi	kaskimailla	fin_kanteletar.txt	1
karhi	kuin	fin_kalevala.txt	1
karhi	kun	fin_kanteletar.txt	1
karhieli	karit	fin_kalevala.txt	1
karhu	karjui	fin_kalevala.txt	1
karhu	karjunnalta	fin_kanteletar.txt	5
karhu	karsinassa	fin_kalevala.txt	1
karhu	kartanolla	fin_kanteletar.txt	2
karhu	kaunoseni	fin_kanteletar.txt	1
karhu	kaunosesi	fin_kanteletar.txt	1
karhu	kinttusuonet	fin_kalevala.txt	1
karhu	kiskoi	fin_kalevala.txt	1
karhu	koske	fin_kanteletar.txt	1
karhu	kujalla	fin_kalevala.txt	1
karhu	kun	fin_kanteletar.txt	2
karhu	kuopaiseikse	fin_kalevala.txt	1
karhu	kämmenyisillänsä	fin_kalevala.txt	1
karhuja	kuletti	fin_kanteletar.txt	2
karhuko	karjassani	fin_kanteletar.txt	1
karhuksi	kauno	fin_kalevala.txt	1
karhullenki	keinon	fin_kalevala.txt	1
karhullenki	keksin	fin_kalevala.txt	1
karhun	kartanolle	fin_kalevala.txt	1
karhun	karvat	fin_kanteletar.txt	1
karhun	kauas	fin_kalevala.txt	1
karhun	kauhean	fin_kalevala.txt	1
karhun	kaunihimmat	fin_kanteletar.txt	1
karhun	kavista	fin_kalevala.txt	1
karhun	kiassa	fin_kanteletar.txt	2
karhun	kiljuvan	fin_kalevala.txt	3
karhun	kiljuvan	fin_kanteletar.txt	2
karhun	kitahan	fin_kalevala.txt	4
karhun	kun	fin_kalevala.txt	1
karhun	kynnestä	fin_kalevala.txt	1
karhun	kynnet	fin_kalevala.txt	1
karhun	kämmenen	fin_kalevala.txt	1
karhun	kämmenissä	fin_kalevala.txt	1
karhuntaljat	katteheksi	fin_kanteletar.txt	1
karhuntaljat	kattehena	fin_kanteletar.txt	1
karhuntaljat	kolmet	fin_kalevala.txt	1
karhut	karjaksi	fin_kalevala.txt	1
karhut	karkelevat	fin_kalevala.txt	1
karhut	kartanoille	fin_kanteletar.txt	1
karhut	katrahasen	fin_kalevala.txt	1
karhut	kihlan	fin_kanteletar.txt	1
karhut	kyhäise	fin_kalevala.txt	1
karhut	kyytäksi	fin_kalevala.txt	1
karhut	käsin	fin_kalevala.txt	1
kariksi	kasvoi	fin_kalevala.txt	1
karille	kolmas	fin_kanteletar.txt	1
karille	kuivalle	fin_kanteletar.txt	1
kariperällä	karkutti	fin_kalevala.txt	1
karipäitä	kasvatella	fin_kanteletar.txt	1
karise	kaurani	fin_kanteletar.txt	2
karise	kons'	fin_kanteletar.txt	1
karisi	kaune	fin_kalevala.txt	1
karisnut	kaste	fin_kalevala.txt	1
karista	karstat	fin_kalevala.txt	1
karista	kaskivirsusi	fin_kalevala.txt	1
karista	katosta	fin_kalevala.txt	1
karista	korville	fin_kanteletar.txt	1
karistamahan	karstoja	fin_kalevala.txt	1
karistamasta	karstoja	fin_kanteletar.txt	1
karistan	kaskivaattehet	fin_kanteletar.txt	1
karistan	kaskivirsuni	fin_kanteletar.txt	1
karistetahan	karpalot	fin_kanteletar.txt	1
karisti	karvansa	fin_kanteletar.txt	1
karisti	kaulasta	fin_kalevala.txt	1
karistin	karkeat	fin_kalevala.txt	1
karistin	karkiat	fin_kanteletar.txt	1
karistin	kaulasta	fin_kalevala.txt	1
karistin	kiusan	fin_kalevala.txt	1
karistin	kiusan	fin_kanteletar.txt	1
karistuessa	kaurojen	fin_kanteletar.txt	1
karitsa	karkasi	fin_kanteletar.txt	1
karitsa	kuoli	fin_kanteletar.txt	1
karitsan	katkase	fin_kanteletar.txt	1
karitsan	kaula	fin_kanteletar.txt	2
karitsan	kesäisen	fin_kanteletar.txt	1
karitsan	korsi	fin_kanteletar.txt	1
karitsan	kuu	fin_kanteletar.txt	1
karitsat	kasva	fin_kanteletar.txt	1
karitsoita	karja	fin_kalevala.txt	1
karivieret	kauramaina	fin_kalevala.txt	1
karja	kartanolle	fin_kalevala.txt	1
karja	katsomatta	fin_kanteletar.txt	1
karja	katsottava	fin_kalevala.txt	1
karja	kaunihin	fin_kalevala.txt	1
karja	kaunihisti	fin_kalevala.txt	1
karja	kaunis	fin_kanteletar.txt	1
karja	kaunistuisi	fin_kalevala.txt	2
karja	konsa	fin_kalevala.txt	1
karja	kotihin	fin_kalevala.txt	1
karja	kotoinen	fin_kalevala.txt	1
karja	kun	fin_kalevala.txt	2
karjahteli	kaukomieli	fin_kalevala.txt	1
karjaistani	katso	fin_kanteletar.txt	1
karjaistani	kiesus	fin_kanteletar.txt	1
karjakartanohon	kävi	fin_kalevala.txt	1
karjalahan	kaunis	fin_kanteletar.txt	1
karjalahan	kaupan	fin_kalevala.txt	1
karjalahan	kaupin	fin_kalevala.txt	1
karjalahan	kaurat	fin_kanteletar.txt	1
karjalahan	kokan	fin_kanteletar.txt	1
karjalahan	kylvän	fin_kanteletar.txt	1
karjalahan	kääten	fin_kanteletar.txt	1
karjalainen	kaunoseni	fin_kanteletar.txt	1
karjalainen	kiertolainen	fin_kanteletar.txt	5
karjalainen	kuues	fin_kanteletar.txt	1
karjalaisen	karpalosta	fin_kanteletar.txt	1
karjalaisen	karpasossa	fin_kanteletar.txt	5
karjalaisna	kaskimailla	fin_kalevala.txt	1
karjalaissa	kaskimaissa	fin_kanteletar.txt	1
karjalaissa	kaskismaissa	fin_kanteletar.txt	2
karjalaksi	kiehui	fin_kanteletar.txt	1
karjalan	kaunihiksi	fin_kanteletar.txt	1
karjalan	kaunis	fin_kanteletar.txt	1
karjalan	kaurat	fin_kanteletar.txt	1
karjalan	kuninkahaksi	fin_kalevala.txt	1
karjalanki	käynyt	fin_kanteletar.txt	1
karjalassa	kasvoi	fin_kalevala.txt	1
karjalassa	katalassa	fin_kanteletar.txt	1
karjalassa	kaunihissa	fin_kalevala.txt	1
karjalassa	kauniimpi	fin_kanteletar_uudempia.txt	1
karjalassa	kaunis	fin_kanteletar.txt	1
karjalassa	kaunokaiset	fin_kanteletar.txt	1
karjalassa	kaunokaista	fin_kanteletar.txt	1
karjalassa	kaupoillahan	fin_kanteletar.txt	1
karjalassa	kun	fin_kanteletar_uudempia.txt	1
karjalasta	katalasta	fin_kanteletar.txt	2
karjalasta	kauas	fin_kanteletar.txt	1
karjalasta	kaunihista	fin_kalevala.txt	1
karjalasta	kotihin	fin_kanteletar.txt	1
karjalasta	käy	fin_kanteletar.txt	1
karjalleni	katteheksi	fin_kalevala.txt	1
karjamaita	käyös	fin_kalevala.txt	1
karjan	kasvattaja	fin_kalevala.txt	1
karjan	katala	fin_kanteletar.txt	1
karjan	katselohon	fin_kanteletar.txt	1
karjan	katso	fin_kanteletar.txt	1
karjan	katsojaksi	fin_kalevala.txt	1
karjan	katsonunna	fin_kalevala.txt	1
karjan	kauan	fin_kanteletar.txt	2
karjan	kaunihisti	fin_kalevala.txt	1
karjan	kaunis	fin_kanteletar.txt	1
karjan	kello	fin_kalevala.txt	1
karjan	kellon	fin_kalevala.txt	1
karjan	kotihin	fin_kanteletar.txt	2
karjan	kullan	fin_kalevala.txt	1
karjan	kupa	fin_kanteletar.txt	1
karjan	kurja	fin_kanteletar.txt	1
karjan	kuulu	fin_kalevala.txt	1
karjan	kuuluvilla	fin_kalevala.txt	1
karjan	kuuluville	fin_kalevala.txt	1
karjan	kynnen	fin_kanteletar.txt	1
karjan	käyessä	fin_kalevala.txt	2
karjan	käyessä	fin_kanteletar.txt	1
karjan	käytäville	fin_kalevala.txt	1
karjan	käyä	fin_kalevala.txt	1
karjan	käyä	fin_kanteletar.txt	2
karjana	kotihin	fin_kalevala.txt	1
karjanannin	katehesen	fin_kalevala.txt	2
karjani	kotihin	fin_kalevala.txt	1
karjankellon	kurja	fin_kanteletar.txt	1
karjanpaimenena	kauan	fin_kalevala.txt	1
karjanruoska	katajainen	fin_kalevala.txt	1
karjanruoskan	katajaisen	fin_kalevala.txt	1
karjapiian	katsomista	fin_kalevala.txt	1
karjaruoska	katajainen	fin_kanteletar.txt	1
karjasi	kujalla	fin_kalevala.txt	1
karjassa	kauan	fin_kalevala.txt	1
karjassa	kun	fin_kanteletar.txt	2
karjassa	käveli	fin_kalevala.txt	1
karjassa	kävelin	fin_kanteletar.txt	1
karjassani	käynyt	fin_kanteletar.txt	1
karjassasi	kävikö	fin_kanteletar.txt	1
karjastani	katoi	fin_kanteletar.txt	1
karjastani	katso	fin_kanteletar.txt	1
karjastani	kirjon	fin_kanteletar.txt	1
karjat	kaunihimmat	fin_kanteletar.txt	1
karjo	kirjo	fin_kanteletar.txt	1
karjoani	kastat	fin_kalevala.txt	1
karjoani	katso'ote	fin_kalevala.txt	1
karjoani	katsomahan	fin_kalevala.txt	1
karjoansa	katselevi	fin_kalevala.txt	1
karjoansa	katsoi	fin_kalevala.txt	1
karjoansa	katsomahan	fin_kanteletar.txt	1
karjoansa	kerran	fin_kalevala.txt	1
karjoasi	karkottelet	fin_kanteletar.txt	1
karjoillesi	kasvuillesi	fin_kalevala.txt	1
karjos	kirjos	fin_kalevala.txt	1
karju	karkiaksi	fin_kanteletar.txt	1
karjui	kauheasti	fin_kalevala.txt	1
karjui	kauhiasti	fin_kanteletar.txt	1
karkaa	kataikolle	fin_kanteletar.txt	1
karkaele	kaunis	fin_kanteletar.txt	1
karkaeli	kaunis	fin_kanteletar.txt	1
karkajavi	kaunis	fin_kanteletar.txt	1
karkasi	kataja	fin_kanteletar.txt	1
karkasi	katajikolle	fin_kalevala.txt	1
karkasi	kaunis	fin_kanteletar.txt	1
karke'ilta	katajilta	fin_kalevala.txt	1
karkeaksi	kasva	fin_kalevala.txt	1
karkeammat	karpaloita	fin_kalevala.txt	1
karkeat	kiusan	fin_kalevala.txt	1
karkeeseen	kolmannen	fin_kanteletar.txt	1
karkeesehen	kun	fin_kanteletar.txt	1
karkelevi	kaunis	fin_kalevala.txt	1
karkelevi	kaunis	fin_kanteletar.txt	1
karkelevi	kaunokaiset	fin_kalevala.txt	1
karkeloa	kaunokaisten	fin_kalevala.txt	1
karkelohon	kassapäien	fin_kanteletar.txt	1
karkelohon	kaunokaisten	fin_kanteletar.txt	1
karkeloissa	kassapäien	fin_kalevala.txt	5
karkeloista	kaunokaisten	fin_kalevala.txt	1
karkelossa	kassapäien	fin_kalevala.txt	2
karkelossa	kaunokaiset	fin_kanteletar.txt	1
karkiat	kiusan	fin_kanteletar.txt	1
karkko	kasvatelle	fin_kanteletar.txt	1
karkko	kun	fin_kanteletar.txt	1
karkkokarsinoa	katso	fin_kanteletar.txt	1
karkoa	katajikolle	fin_kalevala.txt	1
karkomahan	kauransyöjä	fin_kanteletar.txt	1
karkottele	konkaria	fin_kanteletar.txt	1
karkotti	katalan	fin_kalevala.txt	1
karpahasen	kavahti	fin_kalevala.txt	1
karpan	kaunis	fin_kanteletar.txt	1
karpan	kaunisko	fin_kanteletar.txt	1
karpasoa	kohti	fin_kanteletar.txt	1
karpehia	katajassa	fin_kanteletar.txt	1
karpion	käelle	fin_kanteletar.txt	1
karrukselta	käsivartta	fin_kanteletar.txt	1
karsahana	kauan	fin_kanteletar.txt	1
karsahana	korpi	fin_kanteletar.txt	1
karsas	kaukon	fin_kalevala.txt	1
karsas	kiero	fin_kalevala.txt	1
karsi	korviasi	fin_kanteletar.txt	1
karsin	katajan	fin_kalevala.txt	1
karsin	kauas	fin_kanteletar.txt	1
karsin	kun	fin_kalevala.txt	1
karsinahan	katsahtimma	fin_kanteletar.txt	1
karsinahan	kuren	fin_kanteletar.txt	1
karsinassa	kasvoi	fin_kalevala.txt	1
karsinasta	kasin	fin_kanteletar.txt	1
karsinasta	kasvavainen	fin_kalevala.txt	1
karsinasta	kauron	fin_kanteletar.txt	1
karsinoa	kasitonta	fin_kanteletar.txt	1
karsitahan	korvat	fin_kanteletar.txt	1
karsittu	katajan	fin_kanteletar.txt	1
karsittu	käässä--	fin_kanteletar.txt	1
karsitun	katajan	fin_kanteletar.txt	1
karsitun	käässä	fin_kanteletar.txt	1
karskatellen	kartanolle	fin_kanteletar.txt	1
karski	kutoja	fin_kalevala.txt	1
karskin	kutojan	fin_kanteletar.txt	1
karskutella	kengän	fin_kanteletar.txt	1
karstakammarissa	kasvoin	fin_kanteletar.txt	1
karstat	katosta	fin_kalevala.txt	1
karsu	kartanolle	fin_kanteletar.txt	1
kartano	kylän	fin_kanteletar.txt	1
kartanoa	katalalla	fin_kanteletar.txt	1
kartanoa	kaukomielen	fin_kalevala.txt	1
kartanoa	koiratonta	fin_kanteletar.txt	1
kartanohon	kaunihisen	fin_kalevala.txt	6
kartanohon	kaunihisen	fin_kanteletar.txt	1
kartanohon	kaunoisehen	fin_kalevala.txt	1
kartanohon	kaunon	fin_kanteletar.txt	1
kartanohon	kaupin	fin_kalevala.txt	1
kartanohon	kultansa	fin_kanteletar_uudempia.txt	1
kartanohon	kävi	fin_kalevala.txt	1
kartanoiksi	kaunihiksi	fin_kalevala.txt	1
kartanoilla	kataloilla	fin_kalevala.txt	1
kartanoilla	kaunehilla	fin_kanteletar.txt	1
kartanoilla	kaunihilla	fin_kalevala.txt	1
kartanoilla	kaunon	fin_kalevala.txt	1
kartanoille	kaunoisille	fin_kalevala.txt	1
kartanoille	käy	fin_kanteletar.txt	1
kartanoita	kohin	fin_kalevala.txt	1
kartanolla	kartu	fin_kanteletar.txt	1
kartanolla	katselevi	fin_kanteletar.txt	1
kartanolla	kaunihimmat	fin_kalevala.txt	1
kartanolla	kaunon	fin_kalevala.txt	2
kartanolla	kaupan	fin_kanteletar.txt	1
kartanolla	kävit	fin_kanteletar.txt	1
kartanolle	katsku	fin_kanteletar.txt	1
kartanolle	katsomahan	fin_kalevala.txt	1
kartanolle	kierten	fin_kanteletar.txt	1
kartanolle	kirjavana	fin_kalevala.txt	1
kartanolle	kävi	fin_kanteletar.txt	1
kartanon	kukaista	fin_kanteletar.txt	1
kartanon	kultaisen	fin_kanteletar_uudempia.txt	1
kartanon	kuninkahan	fin_kanteletar_uudempia.txt	1
kartanoni	kurjan	fin_kanteletar.txt	1
kartanoni	kussa	fin_kanteletar.txt	1
kartanosi--	kurjan	fin_kanteletar.txt	1
kartanossa	kaukomielen	fin_kalevala.txt	1
kartanossa	kaunon	fin_kalevala.txt	2
kartanossa	kaunon	fin_kanteletar.txt	3
kartanossa	kaunosessa	fin_kanteletar.txt	1
kartanossa	kauppamiehen	fin_kanteletar.txt	1
kartanosta	kasvavaisen	fin_kalevala.txt	1
kartanosta	kaunihista	fin_kalevala.txt	3
kartanosta	kaunihista	fin_kanteletar.txt	2
kartanosta	kaunon	fin_kanteletar.txt	1
kartanot	kekälehiksi	fin_kalevala.txt	1
kartanottoman	katsella	fin_kanteletar.txt	1
karttu	käätty	fin_kalevala.txt	1
karttu	käätty	fin_kanteletar.txt	1
karttumahan	kasvamahan	fin_kalevala.txt	1
kartun	kun	fin_kanteletar.txt	1
kartun	käätyn	fin_kanteletar.txt	1
kartut	käästä	fin_kanteletar.txt	1
karuilla	katajat	fin_kalevala.txt	1
karuille	katajat	fin_kalevala.txt	1
karva	karva	fin_kalevala.txt	1
karva	katkeaisi	fin_kalevala.txt	1
karva	kaunihimpi	fin_kalevala.txt	1
karva	kaunis	fin_kalevala.txt	2
karva	kulta	fin_kalevala.txt	1
karvallista	kasken	fin_kanteletar.txt	1
karvallista	koivun	fin_kanteletar.txt	1
karvallista	kovin	fin_kanteletar.txt	1
karvallista	kullan	fin_kanteletar.txt	1
karvallista	kuppi	fin_kanteletar.txt	1
karvallista	kynttä	fin_kanteletar.txt	1
karvaltansa	kaunihimmat	fin_kanteletar.txt	1
karvan	katsomatta	fin_kanteletar.txt	1
karvan	kaunihin	fin_kalevala.txt	1
karvan	koiran	fin_kanteletar.txt	2
karvan	kutri	fin_kanteletar.txt	2
karvani	katonut	fin_kanteletar.txt	1
karvani	kaunis	fin_kanteletar.txt	1
karvankana	katomatta	fin_kalevala.txt	1
karvastaisi	kauan	fin_kalevala.txt	1
karvastaisi	kovin	fin_kalevala.txt	1
karvat	katkoi	fin_kalevala.txt	1
karvat	kaunihimmat	fin_kalevala.txt	2
karvat	kaunihimmat	fin_kanteletar.txt	3
karvat	koiran	fin_kanteletar.txt	1
karvavieru	kauhtanalla	fin_kanteletar.txt	2
karvoihisi	kynnet	fin_kalevala.txt	2
karvoihisi	kytke	fin_kalevala.txt	1
karvoihisi	kätke	fin_kalevala.txt	1
karvoilleni	käypi	fin_kalevala.txt	1
karvoista	kevätkaritsan	fin_kalevala.txt	1
karvoja	kavon	fin_kalevala.txt	1
karvojasi	katsota	fin_kalevala.txt	1
karvojen	katsanto-aika	fin_kalevala.txt	1
karvojen	katseltavaksi	fin_kalevala.txt	1
kas'elta	katsokoon	fin_kanteletar.txt	1
kasakat	kyllin	fin_kanteletar.txt	1
kasakat	kylän	fin_kanteletar.txt	1
kasakka	katsomahan	fin_kanteletar.txt	1
kasakka	kaunoinen	fin_kalevala.txt	1
kasakka	kaupoistaan	fin_kanteletar.txt	2
kasakka	kylän	fin_kalevala.txt	1
kasakka	käy	fin_kanteletar.txt	1
kasakkamiehen--	kauppoihin	fin_kanteletar.txt	1
kasakkamiesten	kauppoihin	fin_kanteletar.txt	2
kasakkapoika	kaupoistaan	fin_kanteletar.txt	1
