idx	name	tradition	witness	basis	self_doubt	source
G51	Otfrid's end rhyme	Old High German (Evangelienbuch, c. 865) — the changeover point	external	named	no	WebSearch 2026-08-10 (Otfrid references)
G52	Endreim with cadence class	German (MHG to modern); Dutch parallel: staand / slepend / glijdend rijm	external	named	no	WebSearch 2026-08-10 (German and Dutch prosody summaries)
G53	reiner vs unreiner Reim	German and Dutch	external	named	no	WebSearch 2026-08-10
G54	Assonanz / klinkerrijm	German, Dutch (and the Scandinavian ballad)	external	named	no	WebSearch 2026-08-10 (Dutch rijmsoorten summaries)
G55	Konsonanz / medeklinkerrijm	German, Dutch	external	named	no	WebSearch 2026-08-10 (Dutch summaries; ambiguity observed in sources)
G56	rührender Reim	German and Dutch	external	named	no	WebSearch 2026-08-10
G57	äquivoker Reim	German (Minnesang, Meistersang)	external	named	yes	WebSearch 2026-08-10 (German Reim references); Meistersang fault list NOT verified
G58	grammatischer Reim	German (MHG Minnesang)	external	named	no	WebSearch 2026-08-10
G59	reicher Reim	German	external	named	no	WebSearch 2026-08-10 (usage differs between sources consulted)
G60	Doppelreim	German	external	named	no	WebSearch 2026-08-10
G61	Schüttelreim	German (attested since the 13th c.)	external	named	no	WebSearch 2026-08-10 (multiple German dictionary and prosody sources agree on the swap rule)
G62	Schlagreim	German and Dutch	external	named	no	WebSearch 2026-08-10
G63	Binnenreim / Innenreim	German and Dutch	external	named	no	WebSearch 2026-08-10
G64	Mittelreim	German and Dutch	external	named	no	WebSearch 2026-08-10 (German and Dutch sources agree)
G65	Zäsurreim	German (and the Dutch/Middle Dutch long line)	external	named	no	WebSearch 2026-08-10
G66	Anfangsreim / Eingangsreim	German and Dutch	external	named	no	WebSearch 2026-08-10 (German Anfangsreim; Dutch voorrijm)
G67	Pausenreim / übergehender Reim	German	external	named	no	WebSearch 2026-08-10 (terminology overlap observed, not resolved)
G68	gebrochener Reim	German	external	named	no	WebSearch 2026-08-10
G69	gespaltener Reim	German	external	named	yes	WebSearch 2026-08-10 (label assignment uncertain, structures are not)
G70	Augenreim / oogrijm	German and Dutch	external	named	no	WebSearch 2026-08-10
G71	Waise / weesrijm	German (Minnesang, Meistersang) and Dutch	external	named	no	WebSearch 2026-08-10 (German Waise; Dutch weesrijm)
G72	Körner / Kornreim	German (Meistersang, Minnesang)	external	named	no	WebSearch 2026-08-10
G73	end-rhyme SCHEME names (Paarreim, Kreuzreim, umarmender/Blockreim, Schweifreim, verschränkter Reim, Haufenreim, Kettenreim; Dutch gepaard, gekruist, omarmend, slagrijm-schema)	German and Dutch	external	named	no	WebSearch 2026-08-10
G74	Stollen parallelism (Bar form)	German (Minnesang, Meistersang), with the Dutch parallel in rederijker strophic forms	external	named	no	WebSearch 2026-08-10 (Meistersang/Kanzone references)
G75	Kehrreim / Refrain (German), refereyn stok (Dutch)	German and Dutch (rederijker refereyn especially)	external	named	no	WebSearch 2026-08-10 (rederijker sources)
G76	ketendicht / kettinggedicht	Dutch (rederijkers)	external	named	no	WebSearch 2026-08-10 (rederijker sources)
G77	rondeel	Dutch (rederijkers) and French-derived European practice	external	named	no	WebSearch 2026-08-10 (rederijker dichtvormen listings)
G78	dubbelsteert	Dutch (rederijkers)	external	named	yes	name attested via WebSearch; definition NOT obtained
G79	stafrijm / alliteratie	Dutch	external	named	no	WebSearch 2026-08-10 (source conflict observed)
G80	dubbelrijm	Dutch	external	named	no	WebSearch 2026-08-10
G81	gebroken rijm (Dutch)	Dutch	external	named	no	WebSearch 2026-08-10 (Dutch source gives the scheme reading; German sources give the word-splitting reading)
G82	Kalevala weak alliteration	Finnic (Kalevala-metre: Finnish, Karelian, Estonian regilaul)	project	module	no	repo quality/phonology/fin.py; CLAUDE.md doctrines 63/64
G83	Kalevala strong alliteration	Finnic (Kalevala-metre)	external	named	no	repo quality/phonology/fin.py; WebSearch corroborates the weak/strong split and the rarity of strong
G84	Finnic vowel-initial alliteration class	Finnic (Kalevala-metre)	project	module	yes	repo quality/phonology/fin.py; cluster question flagged as open
G85	kerto / parallelism	Finnic (Kalevala-metre)	external	named	no	WebSearch 2026-08-10 (Kalevala-metre characterised by alliteration and parallelisms of many kinds)
G86	rekilaulu end rhyme	Finnic (post-Kalevala Finnish folk song; also tsastuska, ballads)	external	named	no	WebSearch 2026-08-10 (rekilaulu described as rhymed and tetrametric, unlike Kalevala-metre)
G87	Estonian regilaul alliteration (algriim)	Finnic (Estonian)	external	named	yes	WebSearch 2026-08-10 for the system; Estonian term names NOT verified
G88	Scandinavian ballad omkvæd	Medieval Scandinavian ballad (adjacent to Old Norse; Danish/Swedish/Norwegian/Faroese)	project	memory	yes	standard description of the Scandinavian ballad; NOT re-verified this session — flagged
G89	Scandinavian ballad assonance binding	Medieval Scandinavian ballad	project	memory	yes	standard description; NOT re-verified this session — flagged
S1	qāfiya (al-Khalīl's definition — the DEFAULT span)	Arabic	external	named	yes	WebSearch snippet quoting al-Khalīl: 'from the last letter in the verse to the first quiescent letter that follows it, including the voweled letter that comes before the quiescent letter' (uomustansiriyah.edu.iq lecture PDF, themar.ahlamontada.net; full fetch egress-blocked)
S2	qāfiya as the last WORD (al-Akhfash's definition)	Arabic	external	named	yes	Standard in the qawāfī literature; surfaced in WebSearch results on تعريف القافية (hosts egress-blocked)
S3	qāfiya as the RAWĪ alone	Arabic	external	named	no	Naming convention (qaṣīda lāmiyya etc.) is universal; WebSearch on huruf al-qafiya
S4	rawī	Arabic; inherited by Persian, Ottoman Turkish, Urdu, Andalusian Hebrew	external	named	no	WebSearch (neliti Hijai journal PDF; wakidyusuf balaghah); Persian: Shams-i Qays al-Muʿjam via Dal Bianco 2023 abstract
S5	ridf	Arabic	external	named	no	WebSearch (neliti; wakidyusuf). The ū/ī interchange is already implemented in this repo at lyric_harness.py:1372 as `{p['ridf'], prof['ridf']} <= {'waw','ya'}`.
S6	taʾsīs	Arabic	external	named	no	WebSearch (neliti Hijai; wakidyusuf): 'Ta'sis: an alif letter where there is one letter between the rawi and this alif'
S7	dakhīl	Arabic	external	named	no	WebSearch (neliti Hijai): 'Dakhil: a voweled letter that comes after the ta'sis'
S8	waṣl	Arabic	external	named	no	WebSearch (neliti Hijai): 'Washal: a soft letter that arises from the voweling of the rawi or the ha' adjacent to it'
S9	khurūj	Arabic	external	named	no	WebSearch (neliti Hijai): 'Khuruj: a letter that arises from the voweling of the ha' washal'
S10	majrā	Arabic	external	named	no	WebSearch (neliti Hijai): 'Majra: the vowelization of the rawi muthlaqoh'; Persian non-application per beytoote/persianatlas snippets
S11	nafādh	Arabic	external	named	no	WebSearch (neliti Hijai): 'Nafadz: the vowelization of the ha' washal'
S12	ḥadhw	Arabic	external	named	no	WebSearch (neliti Hijai): 'Hadzwu: the vowelization of the letter before the ridif'
S13	ishbāʿ	Arabic	external	named	no	WebSearch (neliti Hijai): 'Isyba': the vowelization of the dakhil'
S14	rass	Arabic	external	named	no	WebSearch (neliti Hijai; wakidyusuf) lists rass among the six ḥarakāt
S15	tawjīh	Arabic	external	named	no	WebSearch (neliti Hijai; wakidyusuf)
S16	qāfiya muṭlaqa	Arabic; Persian	external	named	no	WebSearch (khoiriyyah.blogspot 'Macam-Macam Qofiyah'; wakidyusuf)
S17	qāfiya muqayyada	Arabic; Persian	external	named	no	WebSearch (khoiriyyah.blogspot; wakidyusuf)
S18	qāfiya mutarādifa	Arabic	external	named	no	WebSearch: 'Mutaradif is when the two silent letters meet directly without being separated by a voweled letter'
S19	qāfiya mutawātira	Arabic	external	named	no	WebSearch (same source as mutarādif)
S20	qāfiya mutadārika	Arabic	external	named	no	WebSearch (same source)
S21	qāfiya mutarākiba	Arabic	external	named	no	WebSearch (same source)
S22	qāfiya mutakāwisa	Arabic	external	named	no	WebSearch (same source)
S23	īṭāʾ jalī	Arabic	external	named	no	WebSearch (mahmoudqahtan 'علم القافية: عيوب القافية'; anasedu). Distance figure reported variously — treat 'seven lines' as CONTESTED.
S24	īṭāʾ khafī	Arabic	external	named	no	WebSearch (mahmoudqahtan; loghate). The fault/ornament conflict is stated in the badīʿ literature on jinās tāmm.
S25	iqwāʾ	Arabic	external	named	no	WebSearch: 'Al-Iqwa: difference in the preceding element's vowel with kasra and damma' (mahmoudqahtan; ar.wikipedia إجازة)
S26	iṣrāf	Arabic	external	named	no	WebSearch: 'Al-Israf: difference in the vowel ... with fatha and other vowels' (mahmoudqahtan)
S27	ikfāʾ	Arabic	external	named	no	WebSearch: 'Al-Ikfa: difference in the rhyme letter using phonetically close articulation points'. NOTE: some sources swap the ikfāʾ/ijāza definitions — the SPLIT is certain, the label assignment is CONTESTED.
S28	ijāza	Arabic	external	named	no	WebSearch: 'Al-Ijaza: difference in the rhyme letter using phonetically distant articulation points' (ar.wikipedia إجازة (شعر))
S29	sinād al-ridf	Arabic	external	named	no	WebSearch (mahmoudqahtan; wakidyusuf)
S30	sinād al-taʾsīs	Arabic	external	named	no	WebSearch (mahmoudqahtan)
S31	sinād al-ishbāʿ	Arabic	external	named	no	WebSearch (wakidyusuf; neliti)
S32	sinād al-ḥadhw	Arabic	external	named	no	WebSearch (wakidyusuf; neliti)
S33	sinād al-tawjīh	Arabic	external	named	no	WebSearch (mahmoudqahtan; wakidyusuf). Tolerance level reported variously.
S34	taḍmīn (as a rhyme defect)	Arabic	external	named	no	WebSearch listing of عيوب القافية includes التضمين (mahmoudqahtan; loghate)
S35	luzūm mā lā yalzam	Arabic (al-Maʿarrī)	external	named	no	WebSearch: en.wikipedia Luzūmiyyāt — 'a novel double-consonant rhyme scheme ... requiring not only double rhymes in each letter of the alphabet, but also all possible vowel endings'
S36	taṣrīʿ	Arabic; Persian (muṣarraʿ); Ottoman Turkish	external	named	no	WebSearch: en.wikipedia Matla' — 'the defining feature of the matla' is that both verses of the couplet rhyme ... to definitively set the qafiya and radif'
S37	tadwīr	Arabic	external	named	yes	NOT VERIFIED THIS SESSION — WebSearch returned no definition. Recall only.
S38	qaṣīda monorhyme	Arabic; Persian; Ottoman Turkish; Andalusian Hebrew	project	module	no	Universal; this repo already ingests 495 Hafez ghazals on this shape (data/sources.tsv row local:corpus/fas_hafez.json)
S39	muzdawij / mathnawī couplet rhyme	Arabic; Persian; Ottoman Turkish; Urdu	external	named	no	Standard; grokipedia/en.wikipedia Masnavi surfaced in WebSearch
S40	musammaṭ / tasmīṭ	Arabic; Persian; Ottoman Turkish	external	named	no	Standard; muwashshaḥ literature via WebSearch (en.wikipedia Muwashshah)
S41	ghuṣn / dawr rhyme (muwashshaḥ stanza-local)	Arabic (Andalusi); Hebrew (shir ezor)	external	named	no	WebSearch: en.wikipedia Muwashshah — 'five aghsan (branches) with uniform rhyme within each strophe'
S42	qufl / simṭ rhyme (muwashshaḥ common)	Arabic (Andalusi); Hebrew (shir ezor)	external	named	no	WebSearch: en.wikipedia Muwashshah — 'interspersed with asmat (threads for stringing pearls) with common rhyme throughout the song'; 'six common-rhyme sections (aqfāl) and five changing-rhyme sections (abyāt)'
S43	kharja	Arabic (Andalusi); Hebrew (Andalusi)	external	named	no	WebSearch: en.wikipedia Muwashshah; Zwartjes 'The Andalusian Xarja-s: Poetry at the Crossroads of Two Systems?'
S44	zajal	Arabic (Andalusi, vernacular)	external	named	no	WebSearch (Monroe, 'Which Came First, the Zajal or the Muwaššaḥa?', journal.oraltradition.org)
S45	jinās tāmm	Arabic; and via Arabic into Persian, Turkish (cinas), Hebrew	external	named	no	WebSearch (wakidyusuf balaghah; neliti 'Jinās dalam Kitab Fathul Muin')
S46	jinās muḥarraf	Arabic	external	named	no	WebSearch (neliti; wakidyusuf): 'two words that differ in letter form but maintain the same letter count and sequence'; repo: quality/phonology/fas.py
S47	jinās nāqiṣ (mutarraf)	Arabic	external	named	no	WebSearch (neliti; wakidyusuf): 'Jinas naqis: a reduction in letters between two words'
S48	jinās nāqiṣ (mardūf)	Arabic	external	named	no	WebSearch (neliti; wakidyusuf). Label assignment CONTESTED.
S49	jinās nāqiṣ (muktanaf)	Arabic	external	named	no	WebSearch (neliti; wakidyusuf)
S50	jinās muḍāriʿ	Arabic	external	named	no	WebSearch (neliti; wakidyusuf): 'perbedaan huruf dengan makhraj dekat'
S51	jinās lāḥiq	Arabic	external	named	no	WebSearch (neliti): 'perbedaannya terdapat pada satu huruf, namun berjauhan (tidak dalam satu makhorijul huruf)'
S52	jinās qalb	Arabic	external	named	no	WebSearch (neliti; wakidyusuf)
S53	jinās al-ishtiqāq	Arabic; Hebrew (root play)	external	named	no	WebSearch (neliti; wakidyusuf): 'kemiripan kata yang berasal dari akar yang sama'; corroborated by the Hebrew Qillirian norm's 'discontinuity of the rhymeme' (Open Book Publishers, obp.0207.16)
S54	jinās shibh al-ishtiqāq	Arabic	project	memory	yes	Standard in badīʿ taxonomies; NOT independently verified this session — flag as recall.
S55	jinās mustawfā	Arabic	project	memory	yes	Standard in badīʿ taxonomies; NOT independently verified this session — flag as recall.
S56	jinās murakkab (mutashābih)	Arabic	external	named	no	WebSearch (neliti; wakidyusuf) — mafrūq/mutashābih split
S57	jinās murakkab (mafrūq)	Arabic	external	named	no	WebSearch (neliti): 'Jinas murakkab yang tidak sama tulisannya (Mafruq)'
S58	jinās muṣaḥḥaf	Arabic; Persian; Ottoman Turkish (all Arabic-script)	external	named	no	WebSearch (neliti; wakidyusuf): 'perbedaan titik huruf (Musahhaf)'
S59	al-ḥurūf al-muhmala / muʿjama / raqṭāʾ	Arabic	project	memory	yes	Standard in the ḥīlī/badīʿ literature; NOT independently verified this session — flag as recall.
S60	saj' muṭarraf	Arabic (rhymed prose; also enters Persian and Ottoman prose)	external	named	no	WebSearch (dergipark Firat Univ. theology journal): 'al-muṭarraf: two phrases have the same ending letter but different metrical patterns'
S61	saj' mutawāzī	Arabic	external	named	no	WebSearch (dergipark Firat Univ.): 'the metrical pattern and ending letter are the same in the final words of phrases, while the preceding words differ'
S62	saj' muraṣṣaʿ / tarṣīʿ	Arabic; Persian; Ottoman Turkish prose and verse	external	named	no	WebSearch (dergipark Firat Univ.): saj' has three types, al-muṭarraf, al-mutawāzī, al-muraṣṣaʿ
S63	muwāzana	Arabic	external	named	no	WebSearch (dergipark Firat Univ.) lists muwāzana beside the saj' types
S64	radd al-ʿajuz ʿalā al-ṣadr	Arabic; Persian; Ottoman Turkish	external	named	no	WebSearch (dergipark Firat Univ.): 'a form of repetition of the first word in the last part of a phrase'
S65	tashābuh al-aṭrāf	Arabic; Persian; Urdu	project	memory	yes	Standard badīʿ figure; NOT independently verified this session — flag as recall.
S66	tardīd	Arabic	project	memory	yes	Standard badīʿ figure; NOT independently verified this session — flag as recall.
S67	takrār / iʿāda	Arabic; Persian; Turkish	project	module	no	Standard; the fault/requirement inversion is CLAUDE.md doctrine 3
S68	tashrīʿ / tawʾam	Arabic (al-Ḥarīrī and the maqāma tradition)	project	memory	yes	Attested in the maqāma/badīʿ tradition; NOT independently verified this session — flag as recall, and as the least certain entry in the Arabic set.
S69	root-skeleton agreement (structural type, tradition-independent)	Semitic generally: Arabic and Hebrew	external	named	no	WebSearch: Open Book Publishers, 'Marginalia to the Qillirian Rhyme System' — 'the principle of discontinuity of the rhymeme is based on the nature of the Hebrew lexical morpheme, which is discontinuous, consisting merely of consonants'
S70	pattern/wazn agreement (structural type, tradition-independent)	Arabic; Hebrew	external	named	no	Derived from the muwāzana/tarṣīʿ definitions (dergipark Firat Univ.) and the Qillirian discussion (obp.0207.16)
S71	morphological rhyme (rhyme carried by inflection)	Arabic; Persian; Hebrew (biblical and early piyyut); Turkish	external	named	no	Converging: WebSearch on عیوب قافیه (beytoote/persianatlas), Turkish kafiye/redif definitions (turkedebiyati.org, TÜBİTAK ansiklopedi), Qillirian norm (obp.0207.16)
S72	radīf (Persian)	Persian; Ottoman Turkish; Urdu; Chagatai	external	named	no	quality/phonology/fas.py module docstring; data/sources.tsv rows for kavehbc/hafez (radif in 297–315 of 495 ghazals depending on min_fraction); WebSearch fa.wikipedia ردیف (شعر)
S73	ḥājib	Persian	external	named	yes	WebSearch (Arabic-language summary of Persian sources): 'الحاجب عبارة عن كلمة أو كلمات تُكرر حرفياً تماماً مثل الردف، لكنها تأتي قبل القافية' — surfaced via sheram.blogfa/persian-nod; full fetch egress-blocked. MODERATELY CONFIDENT; re-verify.
S74	qāfiya (Persian)	Persian	external	named	no	WebSearch: 'عیوب قافیه مانند ایطا، اکفا، اقوا و غیره که همگی در شعر عرب صدق می‌کنند، کاربردی در شعر پارسی ندارند. شایگان تنها موردیست که در فارسی تا حدی معمول است' (beytoote/persianatlas snippets)
S75	ridf-i aṣlī	Persian	external	named	no	WebSearch Arabic-language summary of Persian prosody: 'الردف الأصلي هو أحد حروف المد (و، ا، ي) الذي يسبق حرف الروي'
S76	ridf-i zāʾid	Persian (an addition to the Arabic scheme)	external	named	no	WebSearch: 'الردف الزائد هو أي حرف ساكن يقع بين حروف المد وحرف الروي'
S77	qayd	Persian	external	named	no	WebSearch (Persian): 'هرگاه حرف ماقبل روی ساکن باشد و قبل از حرف ساکن هم مصوت‌های (ا ـ و ـ ی) قرار نگرفته باشد، حرف پیش از روی قید نام دارد. مانند حرف (س) در (دست، بست، مست)'
S78	taʾsīs (Persian)	Persian	external	named	no	WebSearch: Persian mnemonic 'حرف تاسیس و دخیل و ردف و قید آنگه روی، بعد از آن وصل و خروج است و مزید و نایره'
S79	dakhīl (Persian)	Persian	external	named	no	WebSearch: same Persian mnemonic
S80	waṣl (Persian)	Persian	external	named	no	WebSearch (Persian): 'حرف وصل: حرفی است که بدون فاصله بعد از رَویّ می آید و پیوستن این حرف، رَویّ ساکن را متحرک می‌گرداند'
S81	khurūj (Persian)	Persian	external	named	no	WebSearch (Persian): 'حرف خروج: حرفی است که به وصل می پیوندد'
S82	mazīd	Persian (an addition to the Arabic scheme)	external	named	no	WebSearch (Persian): 'حرف مزید: حرفی است که به خروج می پیوندد'
S83	nāʾira	Persian (an addition to the Arabic scheme)	external	named	yes	WebSearch (Persian): 'حرف نایره: یک یا چند حرف است که به مزید می پیوندد'; the nāʾira/radīf boundary is MY inference, flagged as such.
S84	dhū al-qāfiyatayn	Persian; Ottoman Turkish; Urdu	external	named	no	WebSearch (Arabic summary of Persian sources): 'القافية الثنائية (ذوقافیتین) تُطلق على الأشعار التي تحتوي على قافيتين قريبتين أو متجاورتين'. MODERATELY CONFIDENT.
S85	īṭā-yi jalī (Persian)	Persian	external	named	no	WebSearch (Persian): 'در ایطای جلی، تکرار قافیه پیدا و واضح است؛ مانند قافیه کردن هنرمند و دانشمند' (beytoote/persianatlas/wikijoo snippets)
S86	īṭā-yi khafī (Persian)	Persian	external	named	no	WebSearch (Persian): 'در ایطای خفی، جزئی که با کلمه اصلی ترکیب شده، به نظر جزو کلمه می‌آید. مانند قافیه کردن گلاب و غرقاب یا رنجور و مزدور'
S87	shāyagān	Persian	external	named	no	WebSearch (Persian): 'شایگان معادل فارسی ایطای جلی است ولی معمولاً آن را در مورد تکرار علامت جمع به کار می‌برند ... تکرار این نوع قافیه‌ها تنها با فاصله زیاد مجاز است'
S88	maṭlaʿ / muṣarraʿ opening	Persian; Ottoman Turkish; Urdu; Arabic	external	named	no	quality/phonology/fas.py ghazal_rhyme_lines(); WebSearch en.wikipedia Matla'
S89	maqṭaʿ with takhalluṣ	Persian; Ottoman Turkish (mahlas); Urdu	project	memory	yes	Universal in the ghazal literature; NOT independently verified this session — well attested, low risk.
S90	tarjīʿ-band	Persian; Ottoman Turkish	project	memory	yes	Standard Persian form; NOT independently verified this session — well attested.
S91	tarkīb-band	Persian; Ottoman Turkish	project	memory	yes	Standard Persian form; NOT independently verified this session — well attested.
S92	mustazād	Persian; Ottoman Turkish; Urdu	project	memory	yes	Standard Persian form; NOT independently verified this session.
S93	rubāʿī / dūbaytī quatrain rhyme	Persian; Ottoman Turkish (tuyuğ); Urdu	external	named	no	Standard; the Turkish AABA parallel confirmed by WebSearch (turkedebiyati.org: 'Düz mani ... aaba şeklinde kafiyelenir')
S94	hā-yi ghayr-i malfūẓ as rawī (the silent-h dispute)	Persian	project	module	yes	quality/phonology/fas.py VOWEL_SETS docstring; the prosodic dispute is MY characterisation from the module's own description — flag as UNVERIFIED against a Persian prosody source.
S95	biblical Hebrew: no systematic rhyme	Hebrew (biblical)	external	named	yes	Standard; WebSearch surfaced Gray, 'The Forms of Hebrew Poetry' and the Encyclopaedia Judaica 'Prosody, Hebrew' article (both hosts egress-blocked for full fetch)
S96	biblical Hebrew homoioteleuton	Hebrew (biblical)	project	memory	yes	Standard; characterisation is MINE from the parallelism literature — flag as reasoned, not quoted.
S97	Qillirian rhyme (classical piyyuṭ)	Hebrew (Palestinian piyyuṭ, 6th–7th c.; revived 10th c. in Babylonia, Italy, Franco-Germany; abandoned late 11th c.)	external	named	no	WebSearch, Open Book Publishers 'Marginalia to the Qillirian Rhyme System' (obp.0207.16): 'demands the participation of two root consonants in the rhymeme ... in addition to identity of sound from the consonant preceding the last vowel onwards'; 'the Qillirian norm activates both the phonetic as well as the morphological layers'
S98	Yannaic morphological rhyme (early piyyuṭ)	Hebrew (Yannai, late 5th–6th c.)	external	named	no	WebSearch: 'In most cases there is rhyme in Yannai's poetry, but of a peculiar variety; a morphological rhyme based on a suffix' (encyclopedia.com 'Yannai', en.wikipedia Yannai (Payetan))
S99	terminal Hebrew rhyme (the simplified medieval norm)	Hebrew (post-Qillirian, from the 8th c.; dominant after the late 11th c.)	external	named	no	WebSearch, obp.0207.16 (Marginalia to the Qillirian Rhyme System)
S100	Andalusian Hebrew monorhyme (Spanish school)	Hebrew (al-Andalus, 10th–12th c.)	external	named	yes	WebSearch: en.wikipedia Dunash ben Labrat ('drawing a parallel between the šəwâ and ḥāṭēp̄ and the Arabic short vowels'); Sáenz-Badillos, 'The Poetics of the Hebrew Muwashshaḥ Revisited' (host egress-blocked)
S101	delet / soger hemistich rhyme	Hebrew (Andalusian)	external	named	yes	Terminology standard in Hebrew Andalusian scholarship; NOT verified this session (library.osu.edu egress-blocked).
S102	shir ezor (Hebrew girdle poem)	Hebrew (Andalusian, from the mid-11th c.; ~250 survive)	external	named	no	WebSearch: en.wikipedia Muwashshah — 'Muwashshah is often translated as girdle poem (Hebrew: shir ezor)'; ~250 Hebrew examples
S103	Hebrew kharja	Hebrew (Andalusian)	external	named	no	WebSearch: Zwartjes, 'The Andalusian Xarja-s: Poetry at the Crossroads of Two Systems?' (repository.ubn.ru.nl); en.wikipedia Muwashshah
S104	alphabetic acrostic	Hebrew (biblical and piyyuṭ)	external	named	no	Standard; surfaced repeatedly in WebSearch on piyyuṭ ('rich in acrostics')
S105	reverse and doubled acrostics	Hebrew (piyyuṭ)	project	memory	yes	Standard in piyyuṭ scholarship; NOT independently verified this session.
S106	name / signature acrostic	Hebrew (piyyuṭ; Yannai is credited with the first)	external	named	no	WebSearch: 'Yannai ... was the first poet of piyyut to sign his name in an acrostic' (encyclopedia.com / en.wikipedia Yannai)
S107	Ashkenazi vs Sephardi stress placement	Hebrew (post-medieval through modern)	external	named	yes	WebSearch: 'in European or modern Hebrew poetry, the basis of rhyme is the stressed syllable rather than the final one, whereas earlier systems cover the final syllable of each rhyming member' (encyclopedia.com 'Prosody, Hebrew'; host egress-blocked for full fetch)
S108	ṣimmud	Hebrew (Andalusian and later)	project	memory	yes	NOT VERIFIED THIS SESSION — flag as recall; the sub-types are deliberately not listed.
S109	shibbuṣ	Hebrew (Andalusian)	project	memory	yes	Standard; NOT independently verified this session.
S110	yarım kafiye	Turkish	external	named	no	WebSearch: 'Yarım Kafiye: when there is one sound similarity' (turkedebiyati.org, TÜBİTAK ansiklopedi, ogmmateryal.eba.gov.tr)
S111	tam kafiye	Turkish	external	named	no	WebSearch: 'Tam Kafiye: when there are two sound similarities'
S112	zengin kafiye	Turkish	external	named	no	WebSearch: 'Zengin Kafiye: when there are more than two sound similarities'
S113	tunç kafiye	Turkish	external	named	no	WebSearch: 'Tunç Kafiye: when one word is contained within another word' (turkedebiyati.org, kunduz.com, dedemindili)
S114	cinaslı kafiye	Turkish	external	named	no	WebSearch: 'Cinaslı Kafiye: when words have the same writing and pronunciation but different meanings'
S115	redif — ek hâlinde (suffix redif)	Turkish	external	named	no	WebSearch: 'Redif is sound similarity in suffixes ... While kafiye is found in word roots, redif is found in suffixes' (turkedebiyati.org, sonersadikoglu.com, TÜBİTAK)
S116	redif — kelime hâlinde (word redif)	Turkish	external	named	no	WebSearch (same sources): 'ek hâlinde redif ... kelime hâlinde redif ... like repeated verbs such as açar'
S117	iç kafiye	Turkish	external	named	no	WebSearch (sonersadikoglu.com 'UYAK (KAFİYE) – REDİF – İÇ KAFİYE')
S118	ayak	Turkish (halk / aşık poetry)	external	named	no	WebSearch: TDV İslâm Ansiklopedisi 'AYAK (halk şiiri)' — 'Saz şâirleri arasındaki atışmalarda belli bir ayak (kāfiye) ile şiire ve saza başlamaya ayak açmak denir'
S119	kapanık ayak	Turkish (aşık poetry, atışma)	external	named	no	WebSearch: TDV İslâm Ansiklopedisi 'AYAK' — 'kapanık ayak ... ayak yapılacak sözün bütün dilde sayısı dörtten fazla olmayan ve tam kafiye teşkil eden kelimeler arasından seçilmesine dikkat edilir'
S120	cinaslı mani / ayaklı mani / kesik mani	Turkish (anonymous folk quatrain)	external	named	no	WebSearch: truvaedebiyatdergisi.com 'Cinaslı Mâni / Ayaklı Mâni' — 'ilk dizesinde cinas yapmak için kullanılan bir hazırlık sözü yer alır. Bu yapı, manide ayak görevini üstlenir'
S121	tuyuğ	Turkish (Chagatai and Ottoman divan)	external	named	no	WebSearch: edebiyatvesanatakademisi.com — 'Tuyug, anonim halk şiirimizdeki cinaslı manilerin divan şiirimize yansıması ile oluşmuştur'
S122	nakarat	Ottoman Turkish (şarkı, a sung form)	project	memory	yes	Standard for the şarkı form; NOT independently verified this session.
S123	aliterasyon / asonans	Turkish	external	named	no	WebSearch (Turkish school taxonomy, 'şiirde ahenk unsurları': aliterasyon, asonans); the null-design point is from CLAUDE.md doctrine 63
S124	vowel harmony as a rhyme base-rate	Turkish (and structurally comparable in Hungarian, Finnish)	unrecorded	appeal	yes	Reasoned from the Turkish kafiye/redif definitions (kafiye = root, redif = suffix); the null-design consequence is MINE, flagged as inference.
S125	Turkish kafiye şemaları	Turkish	external	named	no	WebSearch (dedemindili.blogspot; knowunity; kunduz.com)
S126	ghazal rhyme-line eligibility	Persian; Ottoman Turkish; Urdu	external	named	no	quality/phonology/fas.py; WebSearch en.wikipedia Matla'
I1	anuprāsa (cover term)	Sanskrit (śabdālaṅkāra); inherited by Hindi as anuprās, Kannada, Telugu	external	named	yes	quality/phonology/san.py (module docstring and alliterates()); web search summary of wisdomlib.org definitions of anuprāsa (host itself egress-blocked, read from search snippets)
I2	chekānuprāsa	Sanskrit / Hindi (chhekānuprās)	external	named	yes	web search summary of wisdomlib chekānuprāsa definition (Udbhaṭa-derived); host blocked, snippet only
I3	vṛttyanuprāsa	Sanskrit / Hindi (vṛttyanuprās)	external	named	no	web search summary of wisdomlib/Sanskrit poetics; corroborated by the standard five-fold list
I4	śrutyanuprāsa	Sanskrit / Hindi (śrutyanuprās)	external	named	no	web search summary of the standard five-fold anuprāsa list
I5	lāṭānuprāsa	Sanskrit / Hindi (lāṭānuprās)	external	named	no	web search summary of wisdomlib lāṭānuprāsa definition
I6	antyānuprāsa / antya-prāsa	Sanskrit, Prakrit, Apabhraṃśa, Kannada, later Indic generally	external	named	no	quality/phonology/san.py rhymes(), prasa_depth(), antya_prasa(); Kannada prosody search summary (Nāgavarma, Chandombudhi)
I7	ādi-prāsa / ādyakṣara-prāsa	Kannada (ādiprāsa), Sanskrit, Telugu	external	named	no	web search summary of Kannada prosody (sreenivasaraos / Kannada prosody references)
